#,id,OriginalName,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
584,/584,vanilluxe,vanilluxe,Ice,,535,71,95,85,110,95,79,5,FALSE
585,/585,deerling,deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE
586,/586,sawsbuck,sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE
587,/587,emolga,emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE
588,/588,karrablast,karrablast,Bug,,315,50,75,45,40,45,60,5,FALSE
589,/589,escavalier,escavalier,Bug,Steel,495,70,135,105,60,105,20,5,FALSE
590,/590,foongus,foongus,Grass,Poison,294,69,55,45,55,55,15,5,FALSE
591,/591,amoonguss,amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,FALSE
592,/592,frillish,frillish,Water,Ghost,335,55,40,50,65,85,40,5,FALSE
593,/593,jellicent,jellicent,Water,Ghost,480,100,60,70,85,105,60,5,FALSE
594,/594,alomomola,alomomola,Water,,470,165,75,80,40,45,65,5,FALSE
595,/595,joltik,joltik,Bug,Electric,319,50,47,50,57,50,65,5,FALSE
596,/596,galvantula,galvantula,Bug,Electric,472,70,77,60,97,60,108,5,FALSE
597,/597,ferroseed,ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,FALSE
598,/598,ferrothorn,ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,FALSE
599,/599,klink,klink,Steel,,300,40,55,70,45,60,30,5,FALSE
600,/600,klang,klang,Steel,,440,60,80,95,70,85,50,5,FALSE
601,/601,klinklang,klinklang,Steel,,520,60,100,115,70,85,90,5,FALSE
602,/602,tynamo,tynamo,Electric,,275,35,55,40,45,40,60,5,FALSE
603,/603,eelektrik,eelektrik,Electric,,405,65,85,70,75,70,40,5,FALSE
604,/604,eelektross,eelektross,Electric,,515,85,115,80,105,80,50,5,FALSE
605,/605,elgyem,elgyem,Psychic,,335,55,55,55,85,55,30,5,FALSE
606,/606,beheeyem,beheeyem,Psychic,,485,75,75,75,125,95,40,5,FALSE
607,/607,litwick,litwick,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE
608,/608,lampent,lampent,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE
609,/609,chandelure,chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE
610,/610,axew,axew,Dragon,,320,46,87,60,30,40,57,5,FALSE
611,/611,fraxure,fraxure,Dragon,,410,66,117,70,40,50,67,5,FALSE
612,/612,haxorus,haxorus,Dragon,,540,76,147,90,60,70,97,5,FALSE
613,/613,cubchoo,cubchoo,Ice,,305,55,70,40,60,40,40,5,FALSE
614,/614,beartic,beartic,Ice,,485,95,110,80,70,80,50,5,FALSE
615,/615,cryogonal,cryogonal,Ice,,485,70,50,30,95,135,105,5,FALSE
616,/616,shelmet,shelmet,Bug,,305,50,40,85,40,65,25,5,FALSE
617,/617,accelgor,accelgor,Bug,,495,80,70,40,100,60,145,5,FALSE
618,/618,stunfisk,stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,FALSE
619,/619,mienfoo,mienfoo,Fighting,,350,45,85,50,55,50,65,5,FALSE
620,/620,mienshao,mienshao,Fighting,,510,65,125,60,95,60,105,5,FALSE
621,/621,druddigon,druddigon,Dragon,,485,77,120,90,60,90,48,5,FALSE
622,/622,golett,golett,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE
623,/623,golurk,golurk,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE
624,/624,pawniard,pawniard,Dark,Steel,340,45,85,70,40,40,60,5,FALSE
625,/625,bisharp,bisharp,Dark,Steel,490,65,125,100,60,70,70,5,FALSE
626,/626,bouffalant,bouffalant,Normal,,490,95,110,95,40,95,55,5,FALSE
627,/627,rufflet,rufflet,Normal,Flying,350,70,83,50,37,50,60,5,FALSE
628,/628,braviary,braviary,Normal,Flying,510,100,123,75,57,75,80,5,FALSE
629,/629,vullaby,vullaby,Dark,Flying,370,70,55,75,45,65,60,5,FALSE
630,/630,mandibuzz,mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,FALSE
631,/631,heatmor,heatmor,Fire,,484,85,97,66,105,66,65,5,FALSE
632,/632,durant,durant,Bug,Steel,484,58,109,112,48,48,109,5,FALSE
633,/633,deino,deino,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE
634,/634,zweilous,zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE
635,/635,hydreigon,hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE
636,/636,larvesta,larvesta,Bug,Fire,360,55,85,55,50,55,60,5,FALSE
637,/637,volcarona,volcarona,Bug,Fire,550,85,60,65,135,105,100,5,FALSE
638,/638,cobalion,cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE
639,/639,terrakion,terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE
640,/640,virizion,virizion,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE
641,/641,tornadusincarnate forme,tornadus-incarnate,Flying,,580,79,115,70,125,80,111,5,TRUE
641,/641_1,tornadustherian forme,tornadus-therian,Flying,,580,79,100,80,110,90,121,5,TRUE
642,/642,thundurusincarnate forme,thundurus-incarnate,Electric,Flying,580,79,115,70,125,80,111,5,TRUE
642,/642_1,thundurustherian forme,thundurus-therian,Electric,Flying,580,79,105,70,145,80,101,5,TRUE
643,/643,reshiram,reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE
644,/644,zekrom,zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE
645,/645,landorusincarnate forme,landorus-incarnate,Ground,Flying,600,89,125,90,115,80,101,5,TRUE
645,/645_1,landorustherian forme,landorus-therian,Ground,Flying,600,89,145,90,105,80,91,5,TRUE
646,/646,kyurem,kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE
646,/646_1,kyuremblack kyurem,kyurem-black,Dragon,Ice,700,125,170,100,120,90,95,5,TRUE
646,/646_2,kyuremwhite kyurem,kyurem-white,Dragon,Ice,700,125,120,90,170,100,95,5,TRUE
647,/647,keldeoordinary forme,keldeo-ordinary,Water,Fighting,580,91,72,90,129,90,108,5,FALSE
647,/647_1,keldeoresolute forme,keldeo-resolute,Water,Fighting,580,91,72,90,129,90,108,5,FALSE
648,/648,meloettaaria forme,meloetta-aria,Normal,Psychic,600,100,77,77,128,128,90,5,FALSE
648,/648_1,meloettapirouette forme,meloetta-pirouette,Normal,Fighting,600,100,128,90,77,77,128,5,FALSE
649,/649,genesect,genesect,Bug,Steel,600,71,120,95,120,95,99,5,FALSE
650,/650,chespin,chespin,Grass,,313,56,61,65,48,45,38,6,FALSE
651,/651,quilladin,quilladin,Grass,,405,61,78,95,56,58,57,6,FALSE
652,/652,chesnaught,chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE
653,/653,fennekin,fennekin,Fire,,307,40,45,40,62,60,60,6,FALSE
654,/654,braixen,braixen,Fire,,409,59,59,58,90,70,73,6,FALSE
655,/655,delphox,delphox,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE
656,/656,froakie,froakie,Water,,314,41,56,40,62,44,71,6,FALSE
657,/657,frogadier,frogadier,Water,,405,54,63,52,83,56,97,6,FALSE
658,/658,greninja,greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE
659,/659,bunnelby,bunnelby,Normal,,237,38,36,38,32,36,57,6,FALSE
660,/660,diggersby,diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE
661,/661,fletchling,fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE
662,/662,fletchinder,fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE
663,/663,talonflame,talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE
664,/664,scatterbug,scatterbug,Bug,,200,38,35,40,27,25,35,6,FALSE
665,/665,spewpa,spewpa,Bug,,213,45,22,60,27,30,29,6,FALSE
666,/666,vivillon,vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE
667,/667,litleo,litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE
668,/668,pyroar,pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE
669,/669,flabebe,flabebe,Fairy,,303,44,38,39,61,79,42,6,FALSE
670,/670,floette,floette,Fairy,,371,54,45,47,75,98,52,6,FALSE
671,/671,florges,florges,Fairy,,552,78,65,68,112,154,75,6,FALSE
672,/672,skiddo,skiddo,Grass,,350,66,65,48,62,57,52,6,FALSE
673,/673,gogoat,gogoat,Grass,,531,123,100,62,97,81,68,6,FALSE
674,/674,pancham,pancham,Fighting,,348,67,82,62,46,48,43,6,FALSE
675,/675,pangoro,pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE
676,/676,furfrou,furfrou,Normal,,472,75,80,60,65,90,102,6,FALSE
677,/677,espurr,espurr,Psychic,,355,62,48,54,63,60,68,6,FALSE
678,/678,meowsticmale,meowstic-male,Psychic,,466,74,48,76,83,81,104,6,FALSE
678,/678_1,meowsticfemale,meowstic-female,Psychic,,466,74,48,76,83,81,104,6,FALSE
679,/679,honedge,honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE
680,/680,doublade,doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE
681,/681,aegislashblade forme,aegislash-blade,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE
681,/681_1,aegislashshield forme,aegislash-shield,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE
682,/682,spritzee,spritzee,Fairy,,341,78,52,60,63,65,23,6,FALSE
683,/683,aromatisse,aromatisse,Fairy,,462,101,72,72,99,89,29,6,FALSE
684,/684,swirlix,swirlix,Fairy,,341,62,48,66,59,57,49,6,FALSE
685,/685,slurpuff,slurpuff,Fairy,,480,82,80,86,85,75,72,6,FALSE
686,/686,inkay,inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE
687,/687,malamar,malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE
688,/688,binacle,binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE
689,/689,barbaracle,barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE
690,/690,skrelp,skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE
691,/691,dragalge,dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE
692,/692,clauncher,clauncher,Water,,330,50,53,62,58,63,44,6,FALSE
693,/693,clawitzer,clawitzer,Water,,500,71,73,88,120,89,59,6,FALSE
694,/694,helioptile,helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE
695,/695,heliolisk,heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE
696,/696,tyrunt,tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE
697,/697,tyrantrum,tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE
698,/698,amaura,amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE
699,/699,aurorus,aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE
700,/700,sylveon,sylveon,Fairy,,525,95,65,65,110,130,60,6,FALSE
701,/701,hawlucha,hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE
702,/702,dedenne,dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE
703,/703,carbink,carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE
704,/704,goomy,goomy,Dragon,,300,45,50,35,55,75,40,6,FALSE
705,/705,sliggoo,sliggoo,Dragon,,452,68,75,53,83,113,60,6,FALSE
706,/706,goodra,goodra,Dragon,,600,90,100,70,110,150,80,6,FALSE
707,/707,klefki,klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE
708,/708,phantump,phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE
709,/709,trevenant,trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE
710,/710,pumpkabooaverage size,pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE
710,/710_1,pumpkaboosmall size,pumpkaboo,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE
710,/710_2,pumpkaboolarge size,pumpkaboo,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE
710,/710_3,pumpkaboosuper size,pumpkaboo,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE
711,/711,gourgeistaverage size,gourgeist,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE
711,/711_1,gourgeistsmall size,gourgeist,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE
711,/711_2,gourgeistlarge size,gourgeist,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE
711,/711_3,gourgeistsuper size,gourgeist,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE
712,/712,bergmite,bergmite,Ice,,304,55,69,85,32,35,28,6,FALSE
713,/713,avalugg,avalugg,Ice,,514,95,117,184,44,46,28,6,FALSE
714,/714,noibat,noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE
715,/715,noivern,noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE
716,/716,xerneas,xerneas,Fairy,,680,126,131,95,131,98,99,6,TRUE
717,/717,yveltal,yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE
718,/718,zygarde 50% forme,zygarde-50,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE
718,/718_1,zygarde 10% forme,zygarde-10,Dragon,Ground,486,54,100,71,61,85,115,6,TRUE
718,/718_2,zygarde complete forme,zygarde-complete,Dragon,Ground,708,216,100,121,91,95,85,6,TRUE
719,/719,diancie,diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE
719,/719_1,dianciemega diancie,diancie-mega,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE
720,/720,hoopahoopa confined,hoopa-confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE
720,/720_1,hoopahoopa unbound,hoopa-unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE
721,/721,volcanion,volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE
